Latitude (decimal degrees):	3.041
Longitude (decimal degrees):	31.053
Elevation (m):	899
Radiation database:	PVGIS-SARAH2


Slope: 5 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190223:0306,0.0,0.0,0.0,22.07,1.59,0.0
20190223:0406,0.0,0.0,0.0,21.47,1.52,0.0
20190223:0506,116.06,173.72,13.4,21.76,1.17,0.0
20190223:0606,297.45,393.65,28.06,26.01,1.1,0.0
20190223:0706,519.1,687.57,42.57,27.82,1.52,0.0
20190223:0806,511.93,697.96,56.7,30.17,0.9,0.0
20190223:0906,700.01,999.21,69.64,32.01,0.83,0.0
20190223:1006,722.48,1033.02,77.1,33.31,1.31,0.0
20190223:1106,610.81,850.19,70.9,33.4,1.72,0.0
20190223:1206,240.82,330.59,58.23,33.57,1.72,0.0
20190223:1306,35.72,62.9,44.17,33.29,1.17,0.0
20190223:1406,120.54,173.8,29.69,32.11,0.21,0.0
20190223:1506,90.26,136.76,15.04,30.63,1.03,0.0
20190223:1606,0.0,0.0,0.0,29.7,1.38,0.0
20190223:1706,0.0,0.0,0.0,28.62,0.9,0.0
20190223:1806,0.0,0.0,0.0,27.46,0.62,0.0
20190223:1906,0.0,0.0,0.0,26.69,0.34,0.0
20190223:2006,0.0,0.0,0.0,26.63,0.41,0.0
20190223:2106,0.0,0.0,0.0,26.6,0.28,0.0
20190223:2206,0.0,0.0,0.0,25.3,0.97,0.0
20190223:2306,0.0,0.0,0.0,24.31,1.17,0.0
20190224:0006,0.0,0.0,0.0,23.16,1.38,0.0
20190224:0106,0.0,0.0,0.0,21.65,1.86,0.0
20190224:0206,0.0,0.0,0.0,21.85,2.34,0.0
20190224:0306,0.0,0.0,0.0,21.76,2.0,0.0
20190224:0406,0.0,0.0,0.0,21.07,0.97,0.0
20190224:0506,48.07,76.04,13.46,21.14,1.24,0.0
20190224:0606,310.44,405.08,28.15,24.08,1.66,0.0
20190224:0706,438.88,565.91,42.68,24.28,2.07,0.0
20190224:0806,576.37,764.4,56.86,26.65,1.86,0.0
20190224:0906,675.11,930.09,69.89,28.6,1.31,0.0
20190224:1006,651.99,901.66,77.47,29.98,1.45,0.0
20190224:1106,468.64,633.71,71.12,31.01,1.86,0.0
20190224:1206,186.07,255.58,58.34,31.18,2.07,0.0
20190224:1306,297.54,400.32,44.23,31.6,1.93,0.0
20190224:1406,23.24,44.93,29.72,30.79,1.79,0.0
20190224:1506,93.11,139.85,15.05,28.93,0.55,0.0
20190224:1606,0.0,0.0,0.0,27.82,1.1,0.0
20190224:1706,0.0,0.0,0.0,25.89,0.69,0.0
20190224:1806,0.0,0.0,0.0,24.06,0.41,0.0
20190224:1906,0.0,0.0,0.0,22.54,0.41,0.0
20190224:2006,0.0,0.0,0.0,21.99,0.48,0.0
20190224:2106,0.0,0.0,0.0,21.59,0.55,0.0
20190224:2206,0.0,0.0,0.0,21.07,1.31,0.0
20190224:2306,0.0,0.0,0.0,20.81,1.52,0.0
20190225:0006,0.0,0.0,0.0,20.5,1.24,0.0
20190225:0106,0.0,0.0,0.0,20.6,0.9,0.0
20190225:0206,0.0,0.0,0.0,20.76,0.76,0.0
20190225:0306,0.0,0.0,0.0,20.49,0.97,0.0
20190225:0406,0.0,0.0,0.0,20.51,0.9,0.0
20190225:0506,125.19,188.84,13.53,21.52,0.62,0.0
20190225:0606,348.82,457.16,28.23,23.71,0.97,0.0
20190225:0706,459.28,598.12,42.8,25.93,1.93,0.0
20190225:0806,249.49,331.61,57.02,28.18,2.69,0.0
20190225:0906,530.53,706.68,70.14,29.63,2.97,0.0
20190225:1006,347.7,463.82,77.84,30.89,3.1,0.0
20190225:1106,119.51,170.72,71.34,31.79,3.24,0.0
20190225:1206,587.74,789.5,58.44,32.27,3.38,0.0
20190225:1306,544.38,724.25,44.28,32.42,3.38,0.0
20190225:1406,363.17,485.54,29.74,32.05,3.24,0.0
20190225:1506,146.06,223.32,15.05,31.34,2.62,0.0
20190225:1606,0.0,0.0,0.0,30.35,1.79,0.0
20190225:1706,0.0,0.0,0.0,28.81,1.17,0.0
20190225:1806,0.0,0.0,0.0,28.32,2.14,0.0
20190225:1906,0.0,0.0,0.0,26.48,0.9,0.0
20190225:2006,0.0,0.0,0.0,26.32,0.83,0.0
20190225:2106,0.0,0.0,0.0,26.12,0.83,0.0
20190225:2206,0.0,0.0,0.0,25.32,0.97,0.0
20190225:2306,0.0,0.0,0.0,24.19,1.1,0.0
20190226:0006,0.0,0.0,0.0,23.74,1.1,0.0
20190226:0106,0.0,0.0,0.0,23.62,1.1,0.0
20190226:0206,0.0,0.0,0.0,23.74,0.97,0.0
20190226:0306,0.0,0.0,0.0,22.56,1.17,0.0
20190226:0406,0.0,0.0,0.0,21.63,1.31,0.0
20190226:0506,132.92,201.8,13.6,22.11,1.1,0.0
20190226:0606,353.54,468.14,28.32,26.28,1.24,0.0
20190226:0706,535.81,709.68,42.91,28.54,1.93,0.0
20190226:0806,666.66,901.57,57.18,30.38,2.48,0.0
20190226:0906,749.8,1029.16,70.39,31.91,3.1,0.0
20190226:1006,772.4,1069.17,78.22,33.06,3.31,0.0
20190226:1106,689.62,950.41,71.55,34.21,3.31,0.0
20190226:1206,652.43,896.95,58.54,34.9,3.03,0.0
20190226:1306,506.7,686.87,44.33,35.09,2.83,0.0
20190226:1406,341.44,465.67,29.77,35.15,2.62,0.0
20190226:1506,131.64,202.65,15.05,34.72,2.28,0.0
20190226:1606,0.0,0.0,0.0,33.56,1.03,0.0
20190226:1706,0.0,0.0,0.0,32.71,0.69,0.0
20190226:1806,0.0,0.0,0.0,32.23,0.55,0.0
20190226:1906,0.0,0.0,0.0,28.25,1.31,0.0
20190226:2006,0.0,0.0,0.0,27.15,1.45,0.0
20190226:2106,0.0,0.0,0.0,26.54,1.45,0.0
20190226:2206,0.0,0.0,0.0,26.07,1.45,0.0
20190226:2306,0.0,0.0,0.0,25.83,1.38,0.0
20190227:0006,0.0,0.0,0.0,24.73,1.52,0.0
20190227:0106,0.0,0.0,0.0,23.47,1.72,0.0
20190227:0206,0.0,0.0,0.0,22.3,1.79,0.0
20190227:0306,0.0,0.0,0.0,21.43,1.86,0.0
20190227:0406,0.0,0.0,0.0,20.77,1.86,0.0
20190227:0506,130.32,195.62,13.67,21.65,1.52,0.0
20190227:0606,341.22,454.69,28.41,26.99,0.9,0.0
20190227:0706,523.09,699.6,43.03,30.32,1.86,0.0
20190227:0806,649.64,888.46,57.34,32.84,2.55,0.0
20190227:0906,735.97,1019.18,70.64,33.88,3.17,0.0
20190227:1006,765.85,1064.36,78.59,34.55,3.59,0.0
20190227:1106,723.96,1002.51,71.75,34.91,3.52,0.0
20190227:1206,646.5,886.99,58.64,35.04,3.24,0.0
20190227:1306,507.45,687.34,44.38,35.27,3.03,0.0
20190227:1406,358.04,488.5,29.78,35.3,2.69,0.0
20190227:1506,102.24,156.54,15.05,34.67,2.07,0.0
20190227:1606,0.0,0.0,0.0,33.12,1.93,0.0
20190227:1706,0.0,0.0,0.0,31.1,2.48,0.0
20190227:1806,0.0,0.0,0.0,29.53,2.41,0.0
20190227:1906,0.0,0.0,0.0,28.29,2.21,0.0
20190227:2006,0.0,0.0,0.0,26.84,1.93,0.0
20190227:2106,0.0,0.0,0.0,25.54,1.79,0.0
20190227:2206,0.0,0.0,0.0,24.92,1.86,0.0
20190227:2306,0.0,0.0,0.0,24.02,2.14,0.0
20190228:0006,0.0,0.0,0.0,23.81,2.28,0.0
20190228:0106,0.0,0.0,0.0,23.52,2.28,0.0
20190228:0206,0.0,0.0,0.0,23.1,2.34,0.0
20190228:0306,0.0,0.0,0.0,22.98,2.62,0.0
20190228:0406,0.0,0.0,0.0,22.8,2.76,0.0
20190228:0506,62.28,95.34,13.75,23.29,2.83,0.0
20190228:0606,209.87,277.56,28.51,25.88,3.59,0.0
20190228:0706,420.8,547.74,43.15,28.26,3.45,0.0
20190228:0806,465.85,625.96,57.5,30.69,1.93,0.0
20190228:0906,513.99,725.48,70.89,32.38,0.07,0.0
20190228:1006,628.41,882.28,78.97,33.41,1.52,0.0
20190228:1106,516.51,707.87,71.95,33.56,2.21,0.0
20190228:1206,504.5,685.54,58.73,33.51,2.48,0.0
20190228:1306,432.28,581.6,44.42,33.59,2.62,0.0
20190228:1406,204.55,281.29,29.8,33.07,2.28,0.0
20190228:1506,101.36,154.35,15.04,32.86,1.31,0.0
20190228:1606,0.0,0.0,0.0,31.87,0.55,0.0
20190228:1706,0.0,0.0,0.0,30.71,1.45,0.0
20190228:1806,0.0,0.0,0.0,28.95,1.79,0.0
20190228:1906,0.0,0.0,0.0,27.0,3.45,0.0
20190228:2006,0.0,0.0,0.0,25.92,3.45,0.0
20190228:2106,0.0,0.0,0.0,25.24,3.24,0.0
20190228:2206,0.0,0.0,0.0,24.88,3.24,0.0
20190228:2306,0.0,0.0,0.0,24.54,3.52,0.0
20190301:0006,0.0,0.0,0.0,24.09,3.59,0.0
20190301:0106,0.0,0.0,0.0,23.57,3.38,0.0
20190301:0206,0.0,0.0,0.0,23.09,3.31,0.0
20190301:0306,0.0,0.0,0.0,22.72,3.31,0.0
20190301:0406,0.0,0.0,0.0,22.42,3.03,0.0
20190301:0506,94.24,139.17,13.82,22.86,2.83,0.0
20190301:0606,229.35,301.22,28.6,25.03,2.97,0.0
20190301:0706,320.8,421.57,43.27,28.26,2.76,0.0
20190301:0806,98.59,143.76,57.66,30.73,2.14,0.0
20190301:0906,214.65,294.51,71.14,32.42,1.79,0.0
20190301:1006,333.34,455.67,79.35,33.55,1.59,0.0
20190301:1106,550.62,761.11,72.14,33.32,1.72,0.0
20190301:1206,620.73,847.75,58.81,31.71,2.07,0.0
20190301:1306,530.57,713.56,44.46,31.96,2.14,0.0
20190301:1406,348.49,465.48,29.81,31.68,3.17,0.0
20190301:1506,39.73,66.89,15.04,28.54,3.72,0.0
20190301:1606,0.0,0.0,0.0,27.48,1.93,0.0
20190301:1706,0.0,0.0,0.0,27.0,1.17,0.0
20190301:1806,0.0,0.0,0.0,26.16,1.03,0.0
20190301:1906,0.0,0.0,0.0,24.9,1.79,0.0
20190301:2006,0.0,0.0,0.0,24.14,2.21,0.0
20190301:2106,0.0,0.0,0.0,23.97,2.55,0.0
20190301:2206,0.0,0.0,0.0,23.78,2.76,0.0
20190301:2306,0.0,0.0,0.0,23.34,2.76,0.0
20190302:0006,0.0,0.0,0.0,22.94,2.62,0.0
20190302:0106,0.0,0.0,0.0,22.56,2.48,0.0
20190302:0206,0.0,0.0,0.0,22.28,2.41,0.0
20190302:0306,0.0,0.0,0.0,21.91,2.21,0.0
20190302:0406,0.0,0.0,0.0,21.49,2.0,0.0
20190302:0506,81.84,121.06,13.9,21.78,1.66,0.0
20190302:0606,253.52,334.28,28.7,25.41,1.59,0.0
20190302:0706,483.92,641.83,43.39,27.99,1.38,0.0
20190302:0806,611.42,844.51,57.82,30.19,0.9,0.0
20190302:0906,698.96,985.63,71.39,31.93,1.31,0.0
20190302:1006,722.9,1029.81,79.74,33.1,1.45,0.0
20190302:1106,650.79,924.72,72.32,33.42,1.03,0.0
20190302:1206,564.91,790.43,58.89,33.79,0.97,0.0
20190302:1306,481.84,660.05,44.49,33.56,1.17,0.0
20190302:1406,324.84,440.76,29.81,32.86,1.79,0.0
20190302:1506,103.12,156.31,15.02,32.17,2.21,0.0
20190302:1606,0.0,0.0,0.0,31.06,2.0,0.0
20190302:1706,0.0,0.0,0.0,29.89,1.93,0.0
20190302:1806,0.0,0.0,0.0,28.75,1.72,0.0
20190302:1906,0.0,0.0,0.0,28.09,1.66,0.0
20190302:2006,0.0,0.0,0.0,26.91,1.72,0.0
20190302:2106,0.0,0.0,0.0,25.75,1.66,0.0
20190302:2206,0.0,0.0,0.0,24.66,1.45,0.0
20190302:2306,0.0,0.0,0.0,24.03,1.31,0.0
20190303:0006,0.0,0.0,0.0,23.36,1.31,0.0
20190303:0106,0.0,0.0,0.0,22.71,1.38,0.0
20190303:0206,0.0,0.0,0.0,22.02,1.45,0.0
20190303:0306,0.0,0.0,0.0,21.43,1.45,0.0
20190303:0406,0.0,0.0,0.0,20.98,1.45,0.0
20190303:0506,122.06,180.66,13.98,21.91,1.1,0.0
20190303:0606,341.49,451.46,28.79,26.08,1.17,0.0
20190303:0706,525.28,706.52,43.51,28.32,0.83,0.0
20190303:0806,637.9,900.42,57.98,30.66,0.34,0.0
20190303:0906,723.0,1032.04,71.64,32.54,1.17,0.0
20190303:1006,709.3,1011.59,80.12,33.79,1.52,0.0
20190303:1106,723.47,1038.06,72.5,34.8,1.52,0.0
20190303:1206,648.71,916.59,58.96,35.35,1.52,0.0
20190303:1306,490.08,676.01,44.52,35.56,1.52,0.0
20190303:1406,340.69,468.59,29.82,35.26,1.66,0.0
20190303:1506,136.04,211.06,15.01,34.52,1.72,0.0
20190303:1606,0.0,0.0,0.0,33.61,1.24,0.0
20190303:1706,0.0,0.0,0.0,32.11,1.17,0.0
20190303:1806,0.0,0.0,0.0,30.38,1.1,0.0
20190303:1906,0.0,0.0,0.0,31.2,0.14,0.0
20190303:2006,0.0,0.0,0.0,28.55,0.9,0.0
20190303:2106,0.0,0.0,0.0,27.29,1.66,0.0
20190303:2206,0.0,0.0,0.0,25.66,1.72,0.0
20190303:2306,0.0,0.0,0.0,24.61,1.72,0.0
20190304:0006,0.0,0.0,0.0,23.71,1.72,0.0
20190304:0106,0.0,0.0,0.0,22.88,1.79,0.0
20190304:0206,0.0,0.0,0.0,22.42,1.79,0.0
20190304:0306,0.0,0.0,0.0,21.82,1.86,0.0
20190304:0406,0.0,0.0,0.0,21.17,1.79,0.0
20190304:0506,118.15,173.89,14.07,21.54,1.38,0.0
20190304:0606,339.6,448.98,28.89,26.01,1.1,0.0
20190304:0706,506.58,683.3,43.63,28.82,0.69,0.0
20190304:0806,532.4,743.32,58.14,31.3,0.21,0.0
20190304:0906,700.33,1005.91,71.88,32.8,0.83,0.0
20190304:1006,749.97,1067.45,80.51,33.48,1.79,0.0
20190304:1106,613.2,856.84,72.67,34.09,1.79,0.0
20190304:1206,514.06,710.17,59.03,34.36,1.59,0.0
20190304:1306,177.74,249.63,44.54,34.84,1.52,0.0
20190304:1406,206.11,287.16,29.82,34.58,1.03,0.0
20190304:1506,100.73,155.01,14.99,33.97,0.55,0.0
20190304:1606,0.0,0.0,0.0,33.24,0.21,0.0
20190304:1706,0.0,0.0,0.0,32.0,0.28,0.0
20190304:1806,0.0,0.0,0.0,29.91,0.55,0.0
20190304:1906,0.0,0.0,0.0,28.54,1.52,0.0
20190304:2006,0.0,0.0,0.0,26.72,1.38,0.0
20190304:2106,0.0,0.0,0.0,25.31,1.24,0.0
20190304:2206,0.0,0.0,0.0,24.18,1.38,0.0
20190304:2306,0.0,0.0,0.0,23.29,1.59,0.0
20190305:0006,0.0,0.0,0.0,22.51,1.45,0.0
20190305:0106,0.0,0.0,0.0,22.04,1.38,0.0
20190305:0206,0.0,0.0,0.0,22.02,1.24,0.0
20190305:0306,0.0,0.0,0.0,21.69,1.31,0.0
20190305:0406,0.0,0.0,0.0,20.93,1.45,0.0
20190305:0506,74.1,110.48,14.15,21.91,1.1,0.0
20190305:0606,129.7,179.82,28.99,25.91,1.17,0.0
20190305:0706,508.3,671.51,43.75,28.22,1.86,0.0
20190305:0806,593.42,803.83,58.3,30.82,2.07,0.0
20190305:0906,722.11,1006.43,72.12,32.83,2.28,0.0
20190305:1006,651.11,904.06,80.9,33.88,2.48,0.0
20190305:1106,697.51,976.67,72.83,34.79,2.48,0.0
20190305:1206,592.68,817.01,59.09,34.0,2.07,0.0
20190305:1306,499.03,679.43,44.56,34.2,1.93,0.0
20190305:1406,305.21,415.6,29.81,33.54,1.86,0.0
20190305:1506,28.03,51.91,14.97,32.04,1.86,0.0
20190305:1606,0.0,0.0,0.0,30.81,2.07,0.0
20190305:1706,0.0,0.0,0.0,28.8,2.28,0.0
20190305:1806,0.0,0.0,0.0,27.56,1.93,0.0
20190305:1906,0.0,0.0,0.0,27.11,1.31,0.0
20190305:2006,0.0,0.0,0.0,26.25,1.24,0.0
20190305:2106,0.0,0.0,0.0,25.42,1.1,0.0
20190305:2206,0.0,0.0,0.0,24.4,1.1,0.0
20190305:2306,0.0,0.0,0.0,23.49,1.17,0.0
20190306:0006,0.0,0.0,0.0,22.74,1.17,0.0
20190306:0106,0.0,0.0,0.0,22.01,1.31,0.0
20190306:0206,0.0,0.0,0.0,21.14,1.45,0.0
20190306:0306,0.0,0.0,0.0,20.55,1.52,0.0
20190306:0406,0.0,0.0,0.0,20.06,1.59,0.0
20190306:0506,123.55,181.99,14.24,20.96,1.24,0.0
20190306:0606,355.24,470.0,29.09,26.12,1.1,0.0
20190306:0706,517.47,691.59,43.87,29.67,1.59,0.0
20190306:0806,632.34,882.39,58.45,32.06,1.03,0.0
20190306:0906,308.19,419.56,72.36,33.27,1.93,0.0
20190306:1006,747.91,1036.73,81.29,31.71,2.55,0.0
20190306:1106,713.2,981.24,72.98,31.93,2.69,0.0
20190306:1206,649.08,894.52,59.14,31.63,1.66,0.0
20190306:1306,525.67,712.97,44.57,31.75,1.38,0.0
20190306:1406,271.81,367.41,29.8,31.59,1.86,0.0
20190306:1506,24.91,46.92,14.95,29.04,3.38,0.0
20190306:1606,0.0,0.0,0.0,27.48,1.72,0.0
20190306:1706,0.0,0.0,0.0,26.98,0.28,0.0
20190306:1806,0.0,0.0,0.0,26.13,0.76,0.0
20190306:1906,0.0,0.0,0.0,26.17,1.52,0.0
20190306:2006,0.0,0.0,0.0,24.92,1.59,0.0
20190306:2106,0.0,0.0,0.0,24.04,1.66,0.0
20190306:2206,0.0,0.0,0.0,23.18,1.72,0.0
20190306:2306,0.0,0.0,0.0,22.44,1.79,0.0
20190307:0006,0.0,0.0,0.0,21.84,1.86,0.0
20190307:0106,0.0,0.0,0.0,21.37,1.86,0.0
20190307:0206,0.0,0.0,0.0,20.9,1.86,0.0
20190307:0306,0.0,0.0,0.0,20.71,1.72,0.0
20190307:0406,0.0,0.0,0.0,20.33,1.66,0.0
20190307:0506,62.77,95.12,14.32,21.23,1.17,0.0
20190307:0606,89.37,129.79,29.19,25.7,0.14,0.0
20190307:0706,119.67,168.72,43.99,27.9,1.38,0.0
20190307:0806,635.02,856.23,58.61,29.67,2.21,0.0
20190307:0906,728.94,998.1,72.6,31.21,2.83,0.0
20190307:1006,698.96,960.57,81.68,32.37,2.97,0.0
20190307:1106,556.18,756.58,73.13,32.79,2.76,0.0
20190307:1206,48.44,79.87,59.19,32.99,2.69,0.0
20190307:1306,65.74,102.83,44.58,33.41,2.62,0.0
20190307:1406,144.59,203.9,29.79,32.98,2.62,0.0
20190307:1506,51.46,83.95,14.93,32.32,2.55,0.0
20190307:1606,0.0,0.0,0.0,30.76,2.07,0.0
20190307:1706,0.0,0.0,0.0,29.59,1.93,0.0
20190307:1806,0.0,0.0,0.0,28.32,2.0,0.0
20190307:1906,0.0,0.0,0.0,27.45,1.86,0.0
20190307:2006,0.0,0.0,0.0,26.67,1.59,0.0
20190307:2106,0.0,0.0,0.0,25.69,1.59,0.0
20190307:2206,0.0,0.0,0.0,25.11,1.86,0.0
20190307:2306,0.0,0.0,0.0,24.89,1.79,0.0
20190308:0006,0.0,0.0,0.0,24.6,1.45,0.0
20190308:0106,0.0,0.0,0.0,23.86,1.31,0.0
20190308:0206,0.0,0.0,0.0,23.62,1.17,0.0
20190308:0306,0.0,0.0,0.0,23.1,1.17,0.0
20190308:0406,0.0,0.0,0.0,22.95,1.1,0.0
20190308:0506,126.2,187.52,14.41,23.56,0.76,0.0
20190308:0606,344.53,460.36,29.29,26.02,0.14,0.0
20190308:0706,533.97,724.11,44.11,29.19,0.69,0.0
20190308:0806,661.14,910.62,58.76,31.76,1.86,0.0
20190308:0906,745.36,1042.11,72.83,33.26,2.48,0.0
20190308:1006,775.34,1097.41,82.07,34.7,2.62,0.0
20190308:1106,745.57,1050.2,73.26,35.41,2.76,0.0
20190308:1206,659.2,915.63,59.23,35.9,2.76,0.0
20190308:1306,540.33,738.32,44.59,36.32,2.83,0.0
20190308:1406,362.76,497.44,29.78,35.99,2.62,0.0
20190308:1506,135.17,211.63,14.9,35.37,2.55,0.0
20190308:1606,0.0,0.0,0.0,34.05,2.14,0.0
20190308:1706,0.0,0.0,0.0,32.79,2.48,0.0
20190308:1806,0.0,0.0,0.0,31.73,2.55,0.0
20190308:1906,0.0,0.0,0.0,30.8,1.86,0.0
20190308:2006,0.0,0.0,0.0,29.69,1.52,0.0
20190308:2106,0.0,0.0,0.0,29.35,0.69,0.0
20190308:2206,0.0,0.0,0.0,28.78,0.69,0.0
20190308:2306,0.0,0.0,0.0,27.98,0.69,0.0
20190309:0006,0.0,0.0,0.0,25.71,1.24,0.0
20190309:0106,0.0,0.0,0.0,24.64,1.38,0.0
20190309:0206,0.0,0.0,0.0,24.17,1.24,0.0
20190309:0306,0.0,0.0,0.0,23.92,1.1,0.0
20190309:0406,0.0,0.0,0.0,23.42,1.24,0.0
20190309:0506,118.67,175.66,14.5,23.72,1.1,0.0
20190309:0606,344.25,461.04,29.4,27.38,0.48,0.0
20190309:0706,502.37,686.78,44.23,30.22,0.34,0.0
20190309:0806,617.51,855.06,58.91,32.22,1.38,0.0
20190309:0906,700.09,973.43,73.06,33.26,2.41,0.0
20190309:1006,496.24,676.3,82.46,33.15,2.48,0.0
20190309:1106,681.1,946.9,73.39,33.62,2.41,0.0
20190309:1206,644.65,893.75,59.27,33.86,2.0,0.0
20190309:1306,490.83,668.22,44.59,33.59,1.66,0.0
20190309:1406,324.21,443.26,29.76,33.9,1.59,0.0
20190309:1506,129.76,201.87,14.87,33.49,1.59,0.0
20190309:1606,0.0,0.0,0.0,32.69,0.83,0.0
20190309:1706,0.0,0.0,0.0,31.59,0.48,0.0
20190309:1806,0.0,0.0,0.0,30.35,0.76,0.0
20190309:1906,0.0,0.0,0.0,28.87,1.52,0.0
20190309:2006,0.0,0.0,0.0,27.32,1.59,0.0
20190309:2106,0.0,0.0,0.0,26.26,1.52,0.0
20190309:2206,0.0,0.0,0.0,25.99,1.45,0.0
20190309:2306,0.0,0.0,0.0,25.74,1.31,0.0
20190310:0006,0.0,0.0,0.0,25.71,1.17,0.0
20190310:0106,0.0,0.0,0.0,26.27,1.03,0.0
20190310:0206,0.0,0.0,0.0,27.5,0.28,0.0
20190310:0306,0.0,0.0,0.0,27.13,0.69,0.0
20190310:0406,0.0,0.0,0.0,25.96,1.03,0.0
20190310:0506,73.42,111.23,14.6,25.79,0.83,0.0
20190310:0606,334.68,445.96,29.5,27.77,1.1,0.0
20190310:0706,544.06,724.99,44.35,30.82,2.48,0.0
20190310:0806,671.79,912.46,59.07,32.87,3.24,0.0
20190310:0906,666.49,911.66,73.29,34.07,3.72,0.0
20190310:1006,602.04,825.43,82.86,34.71,3.52,0.0
20190310:1106,592.5,815.79,73.5,34.96,3.03,0.0
20190310:1206,603.83,833.97,59.3,35.12,2.48,0.0
20190310:1306,509.01,697.32,44.59,35.63,2.14,0.0
20190310:1406,330.93,455.14,29.74,35.46,1.86,0.0
20190310:1506,135.94,214.16,14.83,34.73,1.45,0.0
20190310:1606,0.0,0.0,0.0,33.68,1.45,0.0
20190310:1706,0.0,0.0,0.0,32.14,1.86,0.0
20190310:1806,0.0,0.0,0.0,30.85,2.0,0.0
20190310:1906,0.0,0.0,0.0,29.01,1.86,0.0
20190310:2006,0.0,0.0,0.0,27.85,2.21,0.0
20190310:2106,0.0,0.0,0.0,27.16,2.21,0.0
20190310:2206,0.0,0.0,0.0,26.47,2.07,0.0
20190310:2306,0.0,0.0,0.0,25.81,1.79,0.0
20190311:0006,0.0,0.0,0.0,24.94,1.72,0.0
20190311:0106,0.0,0.0,0.0,24.55,1.66,0.0
20190311:0206,0.0,0.0,0.0,23.72,1.45,0.0
20190311:0306,0.0,0.0,0.0,22.78,1.38,0.0
20190311:0406,0.0,0.0,0.0,22.06,1.45,0.0
20190311:0506,83.51,123.39,14.69,23.13,1.03,0.0
20190311:0606,355.93,472.28,29.6,27.37,1.38,0.0
20190311:0706,540.49,724.39,44.47,30.5,1.86,0.0
20190311:0806,658.29,910.83,59.21,32.93,1.93,0.0
20190311:0906,745.21,1046.3,73.51,34.32,2.55,0.0
20190311:1006,765.44,1078.26,83.25,34.62,2.76,0.0
20190311:1106,642.61,893.9,73.61,34.98,2.62,0.0
20190311:1206,592.4,817.19,59.32,35.1,2.48,0.0
20190311:1306,385.15,524.1,44.58,34.83,2.07,0.0
20190311:1406,149.27,211.87,29.71,34.46,1.79,0.0
20190311:1506,94.7,145.92,14.8,33.88,1.59,0.0
20190311:1606,0.0,0.0,0.0,33.02,1.1,0.0
20190311:1706,0.0,0.0,0.0,31.79,1.24,0.0
20190311:1806,0.0,0.0,0.0,30.33,1.52,0.0
20190311:1906,0.0,0.0,0.0,28.93,1.03,0.0
20190311:2006,0.0,0.0,0.0,27.57,1.31,0.0
20190311:2106,0.0,0.0,0.0,26.56,1.79,0.0
20190311:2206,0.0,0.0,0.0,25.26,1.72,0.0
20190311:2306,0.0,0.0,0.0,24.01,1.66,0.0
20190312:0006,0.0,0.0,0.0,23.02,1.59,0.0
20190312:0106,0.0,0.0,0.0,22.4,1.45,0.0
20190312:0206,0.0,0.0,0.0,22.01,1.45,0.0
20190312:0306,0.0,0.0,0.0,22.74,1.31,0.0
20190312:0406,0.0,0.0,0.0,23.24,1.31,0.0
20190312:0506,136.35,202.99,14.78,23.76,1.24,0.0
20190312:0606,355.53,471.76,29.71,27.91,1.66,0.0
20190312:0706,540.37,719.72,44.59,30.93,2.55,0.0
20190312:0806,664.92,909.21,59.36,33.25,2.83,0.0
20190312:0906,736.69,1033.52,73.73,34.59,2.62,0.0
20190312:1006,749.85,1064.48,83.64,35.01,2.34,0.0
20190312:1106,717.82,1021.38,73.71,35.95,2.14,0.0
20190312:1206,392.56,541.48,59.34,35.84,1.72,0.0
20190312:1306,301.74,417.38,44.57,36.4,1.38,0.0
20190312:1406,352.94,491.25,29.68,36.2,1.1,0.0
20190312:1506,29.55,54.91,14.76,35.71,0.9,0.0
20190312:1606,0.0,0.0,0.0,34.63,0.55,0.0
20190312:1706,0.0,0.0,0.0,33.42,0.9,0.0
20190312:1806,0.0,0.0,0.0,31.37,1.03,0.0
20190312:1906,0.0,0.0,0.0,29.66,1.52,0.0
20190312:2006,0.0,0.0,0.0,28.13,2.0,0.0
20190312:2106,0.0,0.0,0.0,26.38,1.93,0.0
20190312:2206,0.0,0.0,0.0,25.31,2.0,0.0
20190312:2306,0.0,0.0,0.0,24.31,1.79,0.0
20190313:0006,0.0,0.0,0.0,23.49,1.79,0.0
20190313:0106,0.0,0.0,0.0,22.97,1.59,0.0
20190313:0206,0.0,0.0,0.0,22.47,1.72,0.0
20190313:0306,0.0,0.0,0.0,22.04,1.72,0.0
20190313:0406,0.0,0.0,0.0,21.46,1.66,0.0
20190313:0506,12.96,28.95,14.88,23.05,0.97,0.0
20190313:0606,354.67,478.42,29.81,27.71,0.07,0.0
20190313:0706,523.13,710.02,44.71,30.41,0.9,0.0
20190313:0806,643.91,896.48,59.5,32.59,1.38,0.0
20190313:0906,709.85,996.52,73.94,34.31,2.28,0.0
20190313:1006,750.58,1059.86,84.04,34.87,2.55,0.0
20190313:1106,496.05,683.11,73.79,35.06,2.34,0.0
20190313:1206,490.49,668.98,59.35,35.18,2.9,0.0
20190313:1306,39.67,67.89,44.55,32.49,4.21,0.0
20190313:1406,334.24,446.75,29.65,31.53,3.24,0.0
20190313:1506,9.86,24.96,14.72,31.14,2.21,0.0
